200
1 	 161
1 	 66
1 	 121
2 	 48 71
1 	 121
2 	 148 130
1 	 39
4 	 185 134 119 38
1 	 56
2 	 62 190
2 	 58 162
1 	 185
3 	 38 78 175
1 	 61
2 	 135 164
2 	 131 167
2 	 115 122
1 	 31
4 	 120 51 90 48
1 	 160
2 	 66 140
1 	 75
1 	 111
1 	 63
2 	 134 168
1 	 92
1 	 194
1 	 63
1 	 110
2 	 65 116
1 	 65
2 	 130 17
1 	 194
1 	 195
1 	 73
1 	 141
1 	 186
5 	 134 124 110 169 91
4 	 7 100 12 104
3 	 41 49 6
2 	 144 131
2 	 156 39
1 	 56
1 	 95
1 	 154
2 	 114 159
3 	 145 58 176
1 	 102
4 	 18 3 136 68
1 	 39
1 	 74
1 	 18
1 	 177
1 	 199
4 	 128 64 151 123
2 	 130 67
3 	 159 8 42
1 	 116
4 	 46 173 10 186
2 	 146 126
1 	 61
3 	 156 13 60
2 	 156 9
3 	 161 27 23
2 	 54 150
5 	 172 30 29 182 192
4 	 135 20 1 171
2 	 55 199
1 	 48
1 	 135
1 	 142
1 	 3
2 	 142 157
2 	 85 34
3 	 124 154 50
2 	 131 21
1 	 93
1 	 191
2 	 12 132
1 	 85
1 	 133
3 	 133 114 191
1 	 118
1 	 124
1 	 149
5 	 185 73 187 79 155
1 	 196
1 	 92
2 	 115 99
1 	 174
1 	 18
1 	 37
3 	 101 87 25
2 	 174 76
1 	 179
3 	 169 111 43
2 	 162 117
2 	 129 102
2 	 118 197
1 	 88
4 	 38 141 135 153
2 	 141 92
2 	 97 47
1 	 193
1 	 38
2 	 135 142
1 	 174
2 	 156 184
2 	 118 181
1 	 147
3 	 37 28 160
5 	 95 127 22 170 161
1 	 167
1 	 137
3 	 81 45 125
4 	 129 88 198 16
2 	 29 57
1 	 96
4 	 127 108 82 98
4 	 7 145 183 193
5 	 128 18 129 180 149
4 	 156 4 2 163
1 	 16
1 	 54
6 	 37 174 148 74 194 83
2 	 114 152
1 	 59
3 	 111 118 138
5 	 172 156 120 54 195
3 	 120 115 97
3 	 5 55 31
3 	 40 75 15
1 	 78
3 	 135 81 80
5 	 7 177 37 24 147
6 	 100 105 66 133 14 69
1 	 48
3 	 180 113 166
1 	 127
1 	 148
1 	 20
3 	 100 101 35
3 	 105 72 70
1 	 193
3 	 174 40 178
2 	 119 46
2 	 183 59
2 	 134 109
3 	 124 5 139
4 	 120 179 84 189
1 	 64
1 	 54
1 	 125
1 	 100
2 	 74 44
1 	 85
7 	 128 61 107 121 62 196 41
1 	 72
1 	 169
2 	 45 56
2 	 110 19
3 	 111 63 0
2 	 10 96
1 	 121
1 	 14
1 	 173
1 	 137
2 	 15 112
1 	 24
3 	 37 95 158
1 	 111
1 	 66
3 	 185 128 65
2 	 58 165
5 	 124 144 93 106 89
1 	 12
1 	 46
2 	 134 52
1 	 144
2 	 149 94
3 	 120 137 188
1 	 108
1 	 65
2 	 119 146
1 	 107
4 	 7 172 85 11
2 	 58 36
1 	 85
1 	 180
1 	 149
1 	 9
2 	 81 77
1 	 65
3 	 119 143 103
3 	 124 26 32
2 	 128 33
2 	 156 86
1 	 98
1 	 115
2 	 67 53
3 	 138 180 32
1 	 197
1 	 146
1 	 4
3 	 72 36 3
1 	 192
1 	 146
3 	 20 179 15
4 	 98 136 22 128
6 	 49 183 109 125 162 77
2 	 44 171
5 	 61 138 169 178 158
1 	 136
1 	 88
3 	 62 65 198
1 	 7
2 	 29 37
2 	 114 118
1 	 128
1 	 49
4 	 81 173 53 7
3 	 23 140 130
2 	 8 29
5 	 80 24 121 21 52
4 	 23 59 89 88
1 	 30
1 	 36
1 	 52
1 	 191
2 	 22 16
3 	 138 25 185
4 	 80 184 153 102
1 	 0
1 	 145
3 	 115 192 172
2 	 88 152
2 	 4 26
1 	 16
2 	 87 105
2 	 196 190
1 	 155
1 	 119
1 	 144
1 	 66
3 	 138 10 174
1 	 124
1 	 115
1 	 119
2 	 166 60
4 	 72 114 9 19
2 	 54 51
2 	 50 103
4 	 23 134 148 27
2 	 20 194
2 	 171 50
1 	 125
1 	 72
1 	 143
1 	 161
1 	 24
1 	 48
5 	 81 113 11 86 82
3 	 125 14 163
2 	 92 93
1 	 109
2 	 14 142
5 	 138 87 199 154 43
1 	 83
1 	 109
1 	 87
2 	 197 156
1 	 101
4 	 81 49 4 56
1 	 113
1 	 199
2 	 196 155
1 	 184
1 	 9
1 	 180
1 	 100
5 	 123 196 23 31 83
4 	 112 61 20 72
2 	 61 195
2 	 80 67
1 	 150
1 	 155
2 	 61 167
3 	 66 38 69
4 	 24 35 13 127
1 	 24
1 	 131
1 	 104
2 	 196 63
1 	 63
1 	 122
1 	 111
1 	 140
1 	 162
3 	 173 8 189
1 	 118
2 	 196 79
2 	 146 71
1 	 31
1 	 51
2 	 144 91
3 	 38 161 133
1 	 163
3 	 178 115 175
1 	 129
4 	 9 131 64 68
2 	 194 168
3 	 115 145 95
4 	 81 123 146 165
2 	 61 73
3 	 49 17 159
5 	 107 111 141 46 34
1 	 143
1 	 138
3 	 17 137 99
3 	 142 41 47
1 	 132
3 	 23 197 187
2 	 187 94
3 	 112 80 143
2 	 133 45
3 	 9 62 55
1 	 132
1 	 88
2 	 8 18
2 	 197 108
1 	 21
2 	 109 90
4 	 196 126 120 177
2 	 105 124
2 	 52 149
1 	 170
2 	 8 12
1 	 118
6 	 11 66 44 0 30 117
1 	 140
3 	 21 96 139
1 	 115
2 	 65 119
5 	 123 57 166 116 193
3 	 183 104 42
4 	 111 170 33 191
5 	 112 101 2 160 6
1 	 150
1 	 52
1 	 134
3 	 196 84 147
1 	 192
1 	 35
1 	 31
1 	 66
3 	 75 40 85
1 	 70
1 	 198
1 	 11
1 	 114
1 	 146
2 	 105 58
2 	 9 97
2 	 62 106
1 	 181
1 	 112
2 	 143 48
1 	 86
1 	 110
3 	 11 182 176
2 	 145 135
3 	 10 54 181
1 	 34
2 	 20 98
1 	 44
1 	 107
2 	 169 186
1 	 132
3 	 11 107 188
1 	 7
2 	 0 78
2 	 171 164
1 	 169
2 	 9 144
2 	 31 76
1 	 30
1 	 176
2 	 121 122
1 	 178
1 	 98
1 	 39
2 	 145 28
3 	 34 5 151
1 	 143
2 	 53 110
1 	 82
7 	 80 150 39 132 92 100 75
4 	 121 129 1 70
2 	 14 157
2 	 66 74
