150
3 	 74 109 23
1 	 69
1 	 10
3 	 130 18 44
1 	 5
2 	 118 4
1 	 51
1 	 141
1 	 15
1 	 26
3 	 97 36 2
1 	 138
3 	 78 91 138
1 	 70
1 	 119
2 	 78 8
1 	 82
1 	 138
2 	 3 28
1 	 147
1 	 129
1 	 147
2 	 52 134
2 	 0 77
4 	 90 119 34 137
1 	 89
5 	 80 74 90 9 145
1 	 59
2 	 18 87
2 	 94 56
1 	 72
2 	 108 54
1 	 52
1 	 145
1 	 24
1 	 135
2 	 10 45
1 	 63
1 	 105
2 	 78 105
7 	 80 130 97 51 118 108 76
2 	 76 140
1 	 77
1 	 95
3 	 3 88 112
1 	 36
2 	 63 59
1 	 62
1 	 73
7 	 52 100 135 78 63 102 143
1 	 129
2 	 40 6
5 	 80 82 49 22 32
2 	 79 103
2 	 31 139
2 	 80 94
1 	 29
2 	 78 83
3 	 78 129 125
2 	 46 27
2 	 80 93
1 	 102
2 	 131 47
3 	 49 46 37
1 	 114
2 	 79 142
1 	 120
1 	 149
1 	 135
3 	 80 1 132
2 	 72 13
1 	 133
3 	 147 70 30
2 	 115 48
3 	 26 0 99
1 	 146
3 	 40 41 144
2 	 23 42
6 	 49 58 57 39 15 12
4 	 82 65 84 53
9 	 52 26 40 106 55 60 110 69 81
1 	 80
4 	 52 114 79 16
2 	 57 101
1 	 79
2 	 115 113
1 	 142
1 	 28
1 	 44
3 	 145 111 25
4 	 26 124 24 120
1 	 12
1 	 108
1 	 60
3 	 55 29 131
2 	 120 43
1 	 128
2 	 40 10
2 	 135 133
2 	 74 136
1 	 49
1 	 83
2 	 49 61
1 	 53
1 	 120
2 	 39 38
1 	 80
2 	 130 126
3 	 40 92 31
2 	 0 127
1 	 80
1 	 89
1 	 44
1 	 85
2 	 82 64
3 	 130 73 85
1 	 128
1 	 126
3 	 40 123 5
2 	 24 14
5 	 90 66 104 141 95
1 	 138
1 	 147
1 	 118
1 	 90
1 	 58
3 	 107 128 117
1 	 109
4 	 126 116 96 148
3 	 58 50 20
6 	 40 3 107 115 147 146
2 	 94 62
1 	 69
2 	 98 71
1 	 22
4 	 49 98 35 68
1 	 99
1 	 24
4 	 12 17 11 121
1 	 54
1 	 41
2 	 120 7
2 	 65 86
1 	 49
1 	 76
4 	 26 89 149 33
2 	 130 75
5 	 130 72 19 122 21
1 	 128
2 	 145 67
1 	 20
1 	 87
3 	 116 98 37
2 	 108 102
1 	 46
1 	 83
1 	 45
2 	 100 78
2 	 118 65
2 	 129 26
1 	 58
3 	 21 143 18
1 	 125
1 	 32
6 	 95 92 33 100 87 53
1 	 116
2 	 46 97
1 	 38
1 	 11
1 	 70
2 	 95 0
3 	 129 11 134
1 	 114
1 	 63
4 	 110 114 69 64
1 	 52
2 	 9 115
3 	 95 94 136
2 	 81 96
1 	 125
1 	 114
1 	 66
4 	 103 44 105 13
2 	 14 54
1 	 69
1 	 47
2 	 113 89
1 	 2
2 	 108 17
1 	 46
2 	 129 84
1 	 107
2 	 104 82
1 	 147
1 	 32
5 	 116 57 58 70 6
4 	 58 16 4 39
2 	 116 35
3 	 86 66 77
2 	 120 139
1 	 104
2 	 76 142
4 	 107 147 25 85
2 	 14 88
3 	 33 80 112
1 	 138
1 	 79
4 	 45 79 72 122
7 	 45 124 46 129 118 137 10
1 	 72
2 	 123 68
2 	 101 71
2 	 146 149
2 	 100 23
1 	 24
2 	 8 119
2 	 48 31
1 	 118
1 	 60
2 	 24 34
2 	 45 19
1 	 61
4 	 57 131 59 91
1 	 103
1 	 80
1 	 94
2 	 92 51
1 	 48
1 	 7
2 	 57 56
4 	 54 148 99 74
2 	 146 28
1 	 42
2 	 131 5
1 	 40
1 	 52
2 	 95 48
5 	 14 104 1 128 126
1 	 53
1 	 36
1 	 110
2 	 72 140
3 	 14 76 125
1 	 116
2 	 27 75
7 	 116 14 86 20 120 144 27
1 	 28
2 	 16 106
1 	 2
1 	 80
3 	 14 63 7
2 	 129 61
1 	 3
3 	 129 73 32
3 	 87 42 50
1 	 32
1 	 97
4 	 110 41 52 108
5 	 107 135 130 3 38
2 	 116 146
5 	 116 123 107 90 24
2 	 117 133
1 	 54
3 	 123 36 145
3 	 24 22 30
1 	 26
9 	 45 110 95 93 109 47 15 2 121
2 	 144 111
3 	 58 8 67
1 	 65
3 	 95 132 49
1 	 116
1 	 57
3 	 110 113 60
1 	 58
3 	 92 29 12
1 	 87
1 	 137
1 	 87
6 	 58 21 9 101 40 103
1 	 108
2 	 72 83
1 	 120
1 	 111
1 	 21
1 	 108
1 	 27
2 	 58 127
2 	 145 55
1 	 49
1 	 91
1 	 144
1 	 51
1 	 11
3 	 95 141 117
2 	 113 138
3 	 109 62 81
2 	 52 43
1 	 80
1 	 62
