500
3 	 116 192 283
1 	 92
1 	 196
2 	 301 335
1 	 142
1 	 15
2 	 462 457
1 	 343
6 	 37 125 134 10 336 465
1 	 489
5 	 8 113 430 308 16
2 	 262 429
2 	 46 438
2 	 24 110
1 	 182
2 	 39 5
1 	 10
1 	 364
1 	 75
2 	 132 446
2 	 173 373
1 	 462
1 	 291
1 	 33
4 	 106 102 13 371
1 	 171
2 	 143 32
1 	 169
2 	 142 121
3 	 83 473 267
1 	 269
3 	 171 253 95
1 	 26
4 	 338 90 488 23
1 	 224
1 	 494
3 	 227 43 210
7 	 116 8 495 485 76 278 348
3 	 494 131 395
2 	 158 15
2 	 463 145
2 	 432 440
3 	 56 271 360
1 	 36
1 	 216
1 	 337
3 	 473 235 12
1 	 207
1 	 56
3 	 424 238 84
1 	 260
3 	 442 306 448
2 	 64 202
2 	 214 327
4 	 113 375 100 71
1 	 356
5 	 182 42 427 475 48
1 	 90
1 	 327
4 	 392 381 248 139
2 	 160 291
2 	 150 249
1 	 88
2 	 495 88
2 	 193 52
4 	 416 320 101 68
1 	 268
1 	 356
2 	 65 461
2 	 227 77
2 	 126 359
1 	 54
2 	 466 205
1 	 389
2 	 344 433
4 	 218 470 118 18
2 	 37 290
1 	 69
1 	 194
1 	 403
1 	 232
5 	 485 169 262 444 203
1 	 446
8 	 257 116 150 392 29 432 167 224
1 	 49
1 	 116
1 	 289
1 	 181
6 	 63 173 141 442 436 62
1 	 359
3 	 33 57 175
2 	 119 109
2 	 498 1
1 	 285
1 	 227
2 	 31 413
1 	 487
2 	 105 112
1 	 495
1 	 232
1 	 54
1 	 65
3 	 24 453 496
1 	 258
1 	 324
2 	 380 97
4 	 489 24 256 255
2 	 410 431
4 	 132 174 451 399
1 	 91
1 	 13
2 	 428 196
1 	 97
2 	 10 54
1 	 309
1 	 317
5 	 83 489 37 0 85
4 	 424 240 294 148
1 	 75
3 	 351 364 91
1 	 140
1 	 28
1 	 409
1 	 142
1 	 445
4 	 8 171 400 411
2 	 318 70
2 	 314 188
1 	 454
1 	 259
4 	 485 497 329 480
2 	 38 241
6 	 351 321 108 19 388 258
2 	 323 365
4 	 8 292 458 164
2 	 152 341
1 	 235
1 	 383
2 	 249 178
1 	 59
3 	 141 151 120
4 	 88 140 287 346
8 	 494 384 28 123 4 380 347 483
2 	 238 26
3 	 193 282 486
1 	 40
3 	 319 242 177
1 	 378
1 	 117
1 	 360
3 	 83 61 191
1 	 140
3 	 229 135 261
3 	 432 316 274
1 	 279
1 	 354
2 	 341 328
1 	 227
4 	 489 424 39 354
1 	 301
4 	 453 60 234 276
1 	 271
1 	 223
1 	 360
1 	 134
1 	 383
1 	 334
3 	 83 180 382
1 	 169
5 	 81 183 27 168 206
1 	 416
5 	 125 31 217 312 25
1 	 297
4 	 88 417 20 352
1 	 108
1 	 90
1 	 237
1 	 146
1 	 138
1 	 418
2 	 167 254
2 	 219 87
3 	 337 56 14
1 	 169
4 	 257 393 402 405
2 	 268 228
1 	 422
3 	 321 390 353
1 	 127
4 	 478 197 265 482
1 	 288
1 	 150
1 	 0
