100
1 	 46
2 	 50 66
1 	 21
1 	 47
3 	 36 75 64
2 	 90 79
1 	 69
4 	 8 71 24 68
3 	 18 7 42
3 	 28 17 92
3 	 99 31 76
1 	 28
3 	 24 38 57
1 	 42
1 	 38
1 	 72
2 	 21 80
2 	 9 44
3 	 45 8 46
4 	 77 65 72 28
2 	 83 62
5 	 90 2 41 67 16
2 	 93 43
2 	 45 39
2 	 7 12
1 	 49
1 	 28
1 	 52
4 	 19 9 26 11
1 	 34
1 	 40
1 	 10
1 	 47
1 	 60
3 	 58 29 69
1 	 65
4 	 65 83 4 48
1 	 44
2 	 12 14
1 	 23
3 	 52 97 30
1 	 21
2 	 8 13
2 	 22 96
2 	 17 37
5 	 65 55 18 85 23
2 	 18 0
4 	 73 32 3 86
1 	 36
2 	 55 25
2 	 83 1
1 	 65
4 	 90 40 87 27
1 	 73
1 	 84
4 	 45 93 49 94
2 	 83 88
1 	 12
3 	 90 34 81
1 	 65
3 	 99 70 33
1 	 85
2 	 20 82
1 	 78
1 	 4
7 	 19 45 36 51 35 99 59
1 	 1
1 	 21
1 	 7
2 	 34 6
1 	 60
1 	 7
3 	 19 84 15
5 	 85 47 53 89 98
1 	 99
1 	 4
1 	 10
2 	 19 90
2 	 91 63
1 	 5
1 	 16
1 	 58
1 	 62
5 	 36 20 91 50 56
3 	 72 54 95
3 	 45 61 73
1 	 47
1 	 52
1 	 56
1 	 73
5 	 77 52 21 58 5
2 	 83 78
1 	 9
2 	 55 22
1 	 55
1 	 84
1 	 43
1 	 40
1 	 73
4 	 65 60 10 74
3 	 67 25 73
1 	 33
1 	 77
1 	 98
2 	 97 83
1 	 62
1 	 19
5 	 84 13 96 44 18
2 	 10 11
1 	 25
5 	 93 8 66 76 12
2 	 8 28
2 	 10 68
1 	 7
1 	 46
1 	 19
1 	 71
1 	 42
2 	 7 54
7 	 67 23 93 6 30 69 15
2 	 65 57
1 	 46
1 	 52
5 	 19 65 39 95 38
3 	 69 99 58
3 	 0 9 72
1 	 70
3 	 50 97 75
1 	 11
3 	 69 79 86
1 	 19
1 	 63
1 	 89
2 	 66 1
1 	 53
1 	 63
3 	 39 37 52
4 	 36 87 91 94
2 	 23 78
3 	 23 36 88
1 	 65
1 	 63
2 	 77 17
1 	 93
1 	 7
1 	 82
3 	 90 14 21
1 	 90
1 	 53
1 	 80
4 	 67 27 85 64
2 	 65 59
2 	 36 22
4 	 63 55 34 48
1 	 18
1 	 53
1 	 88
1 	 20
1 	 24
2 	 51 98
1 	 95
1 	 90
2 	 84 5
5 	 95 53 41 35 31
1 	 50
4 	 23 51 20 40
2 	 10 33
4 	 74 19 0 50
1 	 12
4 	 19 24 29 81
2 	 82 26
2 	 76 16
1 	 25
1 	 0
2 	 67 84
1 	 27
2 	 10 71
3 	 80 2 42
1 	 38
1 	 29
3 	 84 77 49
1 	 69
3 	 91 70 45
1 	 4
5 	 74 90 7 80 62
1 	 50
1 	 29
1 	 37
2 	 39 56
3 	 93 92 32
4 	 84 46 61 47
2 	 37 82
1 	 89
4 	 19 10 89 43
1 	 37
3 	 23 60 63
1 	 7
2 	 27 4
2 	 59 3
1 	 24
